x y
0.039884076317065 0.037022056815922
0.035111757055874 0.034874698832341
0.030633071173063 0.032699364479764
0.026450847502628 0.030496457293076
0.022567727626679 0.028267231708954
0.018986164206957 0.026013892775551
0.015708419435684 0.02373923244873
0.012736563606711 0.021445885343006
0.010072473807877 0.019135509010392
0.007717832735397 0.016808282865241
0.005674127631043 0.014463016586567
0.003942649342761 0.012097906361717
0.00252449150935 0.009711696105124
0.001420549869693 0.007304822296842
0.000631521696991 0.004880121365026
0.00015790535835 0.002442847050809
0.0 0.0
0.00015790535835 -0.001768386064979
0.000631521696991 -0.003543150703947
0.001420549869693 -0.005327026011052
0.00252449150935 -0.007120209695269
0.003942649342761 -0.008920127499644
0.005674127631043 -0.010721598220343
0.007717832735397 -0.012517326999246
0.010072473807877 -0.014298622965394
0.012736563606711 -0.016056217117478
0.015708419435684 -0.017781054188709
0.018986164206957 -0.019464948025728
0.022567727626679 -0.021101021586648
0.026450847502628 -0.022683895417753
0.030633071173063 -0.024209635527664
0.035111757055874 -0.025675514663147
0.039884076317065 -0.027079671891714
0.044947014657502 -0.028420767742133
0.050297374216815 -0.029697723057019
0.055931775593228 -0.030909600787651
0.061846659978068 -0.032055647220843
0.068038291403582 -0.033135461504922
0.074502759102654 -0.034149219540404
0.081235979978929 -0.035097849865245
0.088233701185786 -0.035983056151442
0.095491502812526 -0.036807116787328
0.103004800676082 -0.037572473355288
0.110768849216488 -0.038281223837239
0.118778744494276 -0.038934698846256
0.127029427287909 -0.039533255545491
0.135515686289294 -0.040076296711525
0.144232161395357 -0.040562444749651
0.153173347093598 -0.040989873660041
0.162333595939488 -0.041356909278412
0.171707122123522 -0.041662879353634
0.181288005125655 -0.041908756672919
0.191070193454833 -0.042096848449037
0.20104750847124 -0.04222947984754
0.211213648288866 -0.042308032774075
0.221562191755906 -0.042333433183498
0.232086602510502 -0.042307419133243
0.242780233109247 -0.042232713876094
0.253636329225854 -0.042111458281058
0.264648033917334 -0.041945076447309
0.275808391954984 -0.04173663823678
0.287110354217464 -0.041493265784546
0.298546782143169 -0.041222687037387
0.310110452239099 -0.040928660620375
0.321794060643375 -0.040612035598835
0.333590227738507 -0.040272688113148
0.345491502812526 -0.039910323983049
0.357490368765012 -0.039524668063321
0.369579246855052 -0.03911549517765
0.381750501488138 -0.038682625259821
0.393996445038973 -0.038225926805737
0.406309342707138 -0.037745320317663
0.418681417402558 -0.037240779935837
0.431104854657681 -0.036712336535071
0.443571807563259 -0.036160105660844
0.456074401724628 -0.03558449095665
0.468604740235343 -0.034986610188293
0.481154908665033 -0.034367026424972
0.493716980058324 -0.033726085614328
0.506283019941676 -0.033064153051796
0.518845091334967 -0.032381644436353
0.531395259764657 -0.031679034559141
0.543925598275371 -0.030957021488609
0.556428192436741 -0.030218751221445
0.568895145342319 -0.029475317763965
0.581318582597442 -0.028729731526576
0.593690657292863 -0.027982677192957
0.606003554961027 -0.027234693614657
0.618249498511862 -0.026486322885937
0.630420753144949 -0.025738115609594
0.642509631234988 -0.024990642325744
0.654508497187474 -0.024244739824041
0.666409772261493 -0.023502774932233
0.678205939356625 -0.022765835091174
0.689889547760901 -0.022034457460486
0.701453217856831 -0.021309149096322
0.712889645782536 -0.020590414702637
0.724191608045016 -0.019878756911678
0.735351966082666 -0.019174673141087
0.746363670774146 -0.018478566795255
0.757219766890753 -0.017789384060492
0.767913397489498 -0.017103544949505
0.778437808244094 -0.016421230623628
0.788786351711134 -0.015743199224377
0.798952491528759 -0.015070244846274
0.808929806545167 -0.014403166106149
0.818711994874345 -0.013742763595601
0.828292877876478 -0.013089838844992
0.837666404060512 -0.01244520622127
0.846826652906403 -0.011809947587716
0.855767838604643 -0.011187739946226
0.864484313710706 -0.010586305620648
0.872970572712091 -0.010006977582654
0.881221255505724 -0.009449730715945
0.889231150783512 -0.008914410398487
0.896995199323918 -0.008400845742982
0.904508497187474 -0.007908857023432
0.911766298814214 -0.007438244949573
0.918764020021071 -0.006988582696509
0.925497240897346 -0.006557083957539
0.931961708596418 -0.006129661966364
0.938153340021932 -0.005697141224458
0.944068224406772 -0.005260940308821
0.949702625783186 -0.004824318242014
0.955052985342498 -0.004390621226823
0.960115923682935 -0.003963091976177
0.964888242944126 -0.003544846341869
0.969366928826937 -0.003138862857479
0.973549152497372 -0.00274797338826
0.977432272373322 -0.002374854273759
0.981013835793043 -0.002022017301951
0.984291580564316 -0.0016918008084
0.987263436393289 -0.00138636070146
0.989927526192123 -0.001107660850219
0.992282167264603 -0.000857463732995
0.994325872368957 -0.000637328381789
0.996057350657239 -0.000447023364328
0.99747550849065 -0.000290374567341
0.998579450130307 -0.000166908678061
0.999368478303009 -7.6527603757e-05
0.99984209464165 -2.0019888445e-05
1.0 0.0
