x y
1.0 0.0
0.99984209464165 4.6056469479e-05
0.999368478303009 0.000174599035571
0.998579450130307 0.000378662817914
0.99747550849065 0.000656488840772
0.996057350657239 0.001008756098309
0.994325872368957 0.001436780972999
0.992282167264603 0.001935066154608
0.989927526192123 0.002504400072014
0.987263436393289 0.00314253671523
0.984291580564316 0.003846933391391
0.981013835793043 0.004614747642546
0.977432272373322 0.005442854094114
0.973549152497372 0.006327862536044
0.969366928826937 0.007266133903243
0.964888242944126 0.008253795475656
0.960115923682935 0.009286755445481
0.955052985342498 0.010360716874442
0.949702625783186 0.011471192285516
0.944068224406772 0.012613520399372
0.938153340021932 0.013782907035999
0.931961708596418 0.014974709443189
0.925497240897346 0.016186328885825
0.918764020021071 0.017423433071309
0.911766298814214 0.018695084951417
0.904508497187474 0.020002087395223
0.896995199323918 0.021342758586338
0.889231150783512 0.022715027529108
0.881221255505724 0.02411675483035
0.872970572712091 0.025545767751804
0.864484313710706 0.026999864441768
0.855767838604643 0.028476788337964
0.846826652906402 0.029974025228352
0.837666404060512 0.031488291270063
0.828292877876478 0.033016766677195
0.818711994874345 0.034556995577128
0.808929806545167 0.036106591321191
0.798952491528759 0.03766318402568
0.788786351711134 0.039224419892975
0.778437808244094 0.040787965874987
0.767913397489498 0.042351514502183
0.757219766890753 0.043912787394748
0.746363670774146 0.045469528758427
0.735351966082666 0.047019474878405
0.724191608045016 0.048560433912479
0.712889645782536 0.050090283724888
0.701453217856831 0.051606958029789
0.689889547760901 0.053108447482376
0.678205939356625 0.054592802126733
0.666409772261493 0.056058112173344
0.654508497187474 0.057502224446016
0.642509631234988 0.058920915433435
0.630420753144948 0.060306508117924
0.618249498511862 0.061655742727445
0.606003554961027 0.062966755151315
0.593690657292862 0.064237948466264
0.581318582597442 0.065467849676464
0.568895145342319 0.066655104633066
0.556428192436741 0.067798524272028
0.543925598275372 0.068897355614836
0.531395259764657 0.069951653456991
0.518845091334967 0.070960896404502
0.506283019941676 0.071924363049542
0.493716980058324 0.072841397654965
0.481154908665033 0.073711447721437
0.468604740235343 0.074533956614807
0.456074401724628 0.075307437638801
0.443571807563259 0.076025521260065
0.431104854657681 0.076674120640413
0.418681417402558 0.077248045845078
0.406309342707138 0.077746752084982
0.393996445038973 0.078170804143192
0.381750501488138 0.078521045901405
0.369579246855052 0.078798277729377
0.357490368765012 0.079002076839193
0.345491502812526 0.079127356947319
0.333590227738507 0.079162983442602
0.321794060643375 0.079103895614085
0.310110452239099 0.078950490720507
0.298546782143169 0.078705078959712
0.287110354217464 0.078370133866564
0.275808391954984 0.077947141067633
0.264648033917334 0.07743615912863
0.253636329225854 0.076837600292412
0.242780233109247 0.076153486983689
0.232086602510502 0.075386199021864
0.221562191755906 0.074537254854208
0.211213648288866 0.073607733354002
0.201047508471241 0.072599611680884
0.191070193454833 0.071515457900884
0.181288005125655 0.070357161035956
0.171707122123522 0.069125479942656
0.162333595939488 0.067821051590237
0.153173347093597 0.066445490988564
0.144232161395357 0.065001149459829
0.135515686289294 0.0634901179455
0.127029427287909 0.06191379918133
0.118778744494276 0.060273554522531
0.110768849216488 0.058571774002337
0.103004800676082 0.056812421605377
0.095491502812526 0.055000724780252
0.088233701185786 0.053142325375459
0.081235979978929 0.051242400877731
0.074502759102654 0.049305126567757
0.068038291403582 0.047333588387227
0.061846659978068 0.045330009963587
0.055931775593228 0.043296041792378
0.050297374216814 0.041232920263449
0.044947014657502 0.039141468144592
